round#,blacksmith,woodcutter,farmer,refiner,worker,miner
0,3.0,2.0,4.0,1.0,2.0,3.0
1,3.0,2.0,4.0,1.0,2.0,3.0
2,3.0,2.0,4.0,1.0,2.0,3.0
3,3.0,2.0,4.0,1.0,2.0,3.0
4,3.0,2.0,4.0,1.0,2.0,3.0
5,3.0,2.0,4.0,1.0,2.0,3.0
6,3.0,2.0,4.0,1.0,2.0,3.0
7,3.0,2.0,4.0,1.0,2.0,3.0
8,3.0,2.0,4.0,1.0,2.0,3.0
9,3.0,2.0,4.0,1.0,2.0,3.0
10,3.0,2.0,4.0,1.0,2.0,3.0
11,3.0,2.0,4.0,1.0,2.0,3.0
12,3.0,2.0,4.0,1.0,2.0,3.0
13,3.0,2.0,4.0,1.0,2.0,3.0
14,3.0,2.0,4.0,1.0,2.0,3.0
15,3.0,2.0,4.0,1.0,2.0,3.0
16,3.0,2.0,4.0,1.0,2.0,3.0
17,3.0,2.0,4.0,1.0,2.0,3.0
18,3.0,2.0,4.0,1.0,2.0,3.0
19,3.0,2.0,4.0,1.0,2.0,3.0
20,3.0,2.0,4.0,1.0,2.0,3.0
21,3.0,2.0,4.0,1.0,2.0,3.0
22,3.0,2.0,4.0,1.0,2.0,3.0
23,3.0,2.0,4.0,1.0,2.0,3.0
24,3.0,2.0,4.0,1.0,2.0,3.0
25,3.0,2.0,4.0,1.0,2.0,3.0
26,3.0,2.0,4.0,1.0,2.0,3.0
27,3.0,2.0,4.0,1.0,2.0,3.0
28,3.0,2.0,4.0,1.0,2.0,3.0
29,3.0,2.0,4.0,1.0,2.0,3.0
30,3.0,2.0,4.0,1.0,2.0,3.0
31,3.0,2.0,4.0,1.0,2.0,3.0
32,3.0,2.0,4.0,1.0,2.0,3.0
33,3.0,2.0,4.0,1.0,2.0,3.0
34,3.0,2.0,4.0,1.0,2.0,3.0
35,3.0,2.0,4.0,1.0,2.0,3.0
36,3.0,2.0,4.0,1.0,2.0,3.0
37,3.0,2.0,4.0,1.0,2.0,3.0
38,3.0,2.0,4.0,1.0,2.0,3.0
39,3.0,2.0,4.0,1.0,2.0,3.0
40,3.0,2.0,4.0,1.0,2.0,3.0
41,3.0,2.0,4.0,1.0,2.0,3.0
42,3.0,2.0,4.0,1.0,2.0,3.0
43,3.0,2.0,4.0,1.0,2.0,3.0
44,3.0,2.0,4.0,1.0,2.0,3.0
45,3.0,2.0,4.0,1.0,2.0,3.0
46,3.0,2.0,4.0,1.0,2.0,3.0
47,3.0,2.0,4.0,1.0,2.0,3.0
48,3.0,2.0,4.0,1.0,2.0,3.0
49,3.0,2.0,4.0,1.0,2.0,3.0
50,3.0,2.0,4.0,1.0,2.0,3.0
51,3.0,2.0,4.0,1.0,2.0,3.0
52,3.0,2.0,4.0,1.0,2.0,3.0
53,3.0,2.0,4.0,1.0,2.0,3.0
54,3.0,2.0,4.0,1.0,2.0,3.0
55,3.0,2.0,4.0,1.0,2.0,3.0
56,3.0,2.0,4.0,1.0,2.0,3.0
57,3.0,2.0,4.0,1.0,2.0,3.0
58,3.0,2.0,4.0,1.0,2.0,3.0
59,3.0,2.0,4.0,1.0,2.0,3.0
60,3.0,2.0,4.0,1.0,2.0,3.0
61,3.0,2.0,4.0,1.0,2.0,3.0
62,3.0,2.0,4.0,1.0,2.0,3.0
63,3.0,2.0,4.0,1.0,2.0,3.0
64,3.0,2.0,4.0,1.0,2.0,3.0
65,3.0,2.0,4.0,1.0,2.0,3.0
66,3.0,2.0,4.0,1.0,2.0,3.0
67,3.0,2.0,4.0,1.0,2.0,3.0
68,3.0,2.0,4.0,1.0,2.0,3.0
69,3.0,2.0,4.0,1.0,2.0,3.0
70,3.0,2.0,4.0,1.0,2.0,3.0
71,3.0,2.0,4.0,1.0,2.0,3.0
72,3.0,2.0,4.0,1.0,2.0,3.0
73,3.0,2.0,4.0,1.0,2.0,3.0
74,3.0,2.0,4.0,1.0,2.0,3.0
75,3.0,2.0,4.0,1.0,2.0,3.0
76,3.0,2.0,4.0,1.0,2.0,3.0
77,3.0,2.0,4.0,1.0,2.0,3.0
78,3.0,2.0,4.0,1.0,2.0,3.0
79,3.0,2.0,4.0,1.0,2.0,3.0
80,3.0,2.0,4.0,1.0,2.0,3.0
81,3.0,2.0,4.0,1.0,2.0,3.0
82,3.0,2.0,4.0,1.0,2.0,3.0
83,3.0,2.0,4.0,1.0,2.0,3.0
84,3.0,2.0,4.0,1.0,2.0,3.0
85,3.0,2.0,4.0,1.0,2.0,3.0
86,3.0,2.0,4.0,1.0,2.0,3.0
87,3.0,2.0,4.0,1.0,2.0,3.0
88,3.0,2.0,4.0,1.0,2.0,3.0
89,3.0,2.0,4.0,1.0,2.0,3.0
90,3.0,2.0,4.0,1.0,2.0,3.0
91,3.0,2.0,4.0,1.0,2.0,3.0
92,3.0,2.0,4.0,1.0,2.0,3.0
93,3.0,2.0,4.0,1.0,2.0,3.0
94,3.0,2.0,4.0,1.0,2.0,3.0
95,3.0,2.0,4.0,1.0,2.0,3.0
96,3.0,2.0,4.0,1.0,2.0,3.0
97,3.0,2.0,4.0,1.0,2.0,3.0
98,3.0,2.0,4.0,1.0,2.0,3.0
99,3.0,2.0,4.0,1.0,2.0,3.0
100,3.0,2.0,4.0,1.0,2.0,3.0
101,3.0,2.0,4.0,1.0,2.0,3.0
102,3.0,2.0,4.0,1.0,2.0,3.0
103,3.0,2.0,4.0,1.0,2.0,3.0
104,3.0,2.0,4.0,1.0,2.0,3.0
105,3.0,2.0,4.0,1.0,2.0,3.0
106,3.0,2.0,4.0,1.0,2.0,3.0
107,3.0,2.0,4.0,1.0,2.0,3.0
108,3.0,2.0,4.0,1.0,2.0,3.0
109,3.0,2.0,4.0,1.0,2.0,3.0
110,3.0,2.0,4.0,1.0,2.0,3.0
111,3.0,2.0,4.0,1.0,2.0,3.0
112,3.0,2.0,4.0,1.0,2.0,3.0
113,3.0,2.0,4.0,1.0,2.0,3.0
114,3.0,2.0,4.0,1.0,2.0,3.0
115,3.0,2.0,4.0,1.0,2.0,3.0
116,3.0,2.0,4.0,1.0,2.0,3.0
117,3.0,2.0,4.0,1.0,2.0,3.0
118,3.0,2.0,4.0,1.0,2.0,3.0
119,3.0,2.0,4.0,1.0,2.0,3.0
120,3.0,2.0,4.0,1.0,2.0,3.0
121,3.0,2.0,4.0,1.0,2.0,3.0
122,3.0,2.0,4.0,1.0,2.0,3.0
123,3.0,2.0,4.0,1.0,2.0,3.0
124,3.0,2.0,4.0,1.0,2.0,3.0
125,3.0,2.0,4.0,1.0,2.0,3.0
126,3.0,2.0,4.0,1.0,2.0,3.0
127,3.0,2.0,4.0,1.0,2.0,3.0
128,3.0,2.0,4.0,1.0,2.0,3.0
129,3.0,2.0,4.0,1.0,2.0,3.0
130,3.0,2.0,4.0,1.0,2.0,3.0
131,3.0,2.0,4.0,1.0,2.0,3.0
132,3.0,2.0,4.0,1.0,2.0,3.0
133,3.0,2.0,4.0,1.0,2.0,3.0
134,3.0,2.0,4.0,1.0,2.0,3.0
135,3.0,2.0,4.0,1.0,2.0,3.0
136,3.0,2.0,4.0,1.0,2.0,3.0
137,3.0,2.0,4.0,1.0,2.0,3.0
138,3.0,2.0,4.0,1.0,2.0,3.0
139,3.0,2.0,4.0,1.0,2.0,3.0
140,3.0,2.0,4.0,1.0,2.0,3.0
141,3.0,2.0,4.0,1.0,2.0,3.0
142,3.0,2.0,4.0,1.0,2.0,3.0
143,3.0,2.0,4.0,1.0,2.0,3.0
144,3.0,2.0,4.0,1.0,2.0,3.0
145,3.0,2.0,4.0,1.0,2.0,3.0
146,3.0,2.0,4.0,1.0,2.0,3.0
147,3.0,2.0,4.0,1.0,2.0,3.0
148,3.0,2.0,4.0,1.0,2.0,3.0
149,3.0,2.0,4.0,1.0,2.0,3.0
150,3.0,2.0,4.0,1.0,2.0,3.0
151,3.0,2.0,4.0,1.0,2.0,3.0
152,3.0,2.0,4.0,1.0,2.0,3.0
153,3.0,2.0,4.0,1.0,2.0,3.0
154,3.0,2.0,4.0,1.0,2.0,3.0
155,3.0,2.0,4.0,1.0,2.0,3.0
156,3.0,2.0,4.0,1.0,2.0,3.0
157,3.0,2.0,4.0,1.0,2.0,3.0
158,3.0,2.0,4.0,1.0,2.0,3.0
159,3.0,2.0,4.0,1.0,2.0,3.0
160,3.0,2.0,4.0,1.0,2.0,3.0
161,3.0,2.0,4.0,1.0,2.0,3.0
162,3.0,2.0,4.0,1.0,2.0,3.0
163,3.0,2.0,4.0,1.0,2.0,3.0
164,3.0,2.0,4.0,1.0,2.0,3.0
165,3.0,2.0,4.0,1.0,2.0,3.0
166,3.0,2.0,4.0,1.0,2.0,3.0
167,3.0,2.0,4.0,1.0,2.0,3.0
168,3.0,2.0,4.0,1.0,2.0,3.0
169,3.0,2.0,4.0,1.0,2.0,3.0
170,3.0,2.0,4.0,1.0,2.0,3.0
171,3.0,2.0,4.0,1.0,2.0,3.0
172,3.0,2.0,4.0,1.0,2.0,3.0
173,3.0,2.0,4.0,1.0,2.0,3.0
174,3.0,2.0,4.0,1.0,2.0,3.0
175,3.0,2.0,4.0,1.0,2.0,3.0
176,3.0,2.0,4.0,1.0,2.0,3.0
177,3.0,2.0,4.0,1.0,2.0,3.0
178,3.0,2.0,4.0,1.0,2.0,3.0
179,3.0,2.0,4.0,1.0,2.0,3.0
180,3.0,2.0,4.0,1.0,2.0,3.0
181,3.0,2.0,4.0,1.0,2.0,3.0
182,3.0,2.0,4.0,1.0,2.0,3.0
183,3.0,2.0,4.0,1.0,2.0,3.0
184,3.0,2.0,4.0,1.0,2.0,3.0
185,3.0,2.0,4.0,1.0,2.0,3.0
186,3.0,2.0,4.0,1.0,2.0,3.0
187,3.0,2.0,4.0,1.0,2.0,3.0
188,3.0,2.0,4.0,1.0,2.0,3.0
189,3.0,2.0,4.0,1.0,2.0,3.0
190,3.0,2.0,4.0,1.0,2.0,3.0
191,3.0,2.0,4.0,1.0,2.0,3.0
192,3.0,2.0,4.0,1.0,2.0,3.0
193,3.0,2.0,4.0,1.0,2.0,3.0
194,3.0,2.0,4.0,1.0,2.0,3.0
195,3.0,2.0,4.0,1.0,2.0,3.0
196,3.0,2.0,4.0,1.0,2.0,3.0
197,3.0,2.0,4.0,1.0,2.0,3.0
198,3.0,2.0,4.0,1.0,2.0,3.0
199,3.0,2.0,4.0,1.0,2.0,3.0
200,3.0,2.0,4.0,1.0,2.0,3.0
201,3.0,2.0,4.0,1.0,2.0,3.0
202,3.0,2.0,4.0,1.0,2.0,3.0
203,3.0,2.0,4.0,1.0,2.0,3.0
204,3.0,2.0,4.0,1.0,2.0,3.0
205,3.0,2.0,4.0,1.0,2.0,3.0
206,3.0,2.0,4.0,1.0,2.0,3.0
207,3.0,2.0,4.0,1.0,2.0,3.0
208,3.0,2.0,4.0,1.0,2.0,3.0
209,3.0,2.0,4.0,1.0,2.0,3.0
210,3.0,2.0,4.0,1.0,2.0,3.0
211,3.0,2.0,4.0,1.0,2.0,3.0
212,3.0,2.0,4.0,1.0,2.0,3.0
213,3.0,2.0,4.0,1.0,2.0,3.0
214,3.0,2.0,4.0,1.0,2.0,3.0
215,3.0,2.0,4.0,1.0,2.0,3.0
216,3.0,2.0,4.0,1.0,2.0,3.0
217,3.0,2.0,4.0,1.0,2.0,3.0
218,3.0,2.0,4.0,1.0,2.0,3.0
219,3.0,2.0,4.0,1.0,2.0,3.0
220,3.0,2.0,4.0,1.0,2.0,3.0
221,3.0,2.0,4.0,1.0,2.0,3.0
222,3.0,2.0,4.0,1.0,2.0,3.0
223,3.0,2.0,4.0,1.0,2.0,3.0
224,3.0,2.0,4.0,1.0,2.0,3.0
225,3.0,2.0,4.0,1.0,2.0,3.0
226,3.0,2.0,4.0,1.0,2.0,3.0
227,3.0,2.0,4.0,1.0,2.0,3.0
228,3.0,2.0,4.0,1.0,2.0,3.0
229,3.0,2.0,4.0,1.0,2.0,3.0
230,3.0,2.0,4.0,1.0,2.0,3.0
231,3.0,2.0,4.0,1.0,2.0,3.0
232,3.0,2.0,4.0,1.0,2.0,3.0
233,3.0,2.0,4.0,1.0,2.0,3.0
234,3.0,2.0,4.0,1.0,2.0,3.0
235,3.0,2.0,4.0,1.0,2.0,3.0
236,3.0,2.0,4.0,1.0,2.0,3.0
237,3.0,2.0,4.0,1.0,2.0,3.0
238,3.0,2.0,4.0,1.0,2.0,3.0
239,3.0,2.0,4.0,1.0,2.0,3.0
240,3.0,2.0,4.0,1.0,2.0,3.0
241,3.0,2.0,4.0,1.0,2.0,3.0
242,3.0,2.0,4.0,1.0,2.0,3.0
243,3.0,2.0,4.0,1.0,2.0,3.0
244,3.0,2.0,4.0,1.0,2.0,3.0
245,3.0,2.0,4.0,1.0,2.0,3.0
246,3.0,2.0,4.0,1.0,2.0,3.0
247,3.0,2.0,4.0,1.0,2.0,3.0
248,3.0,2.0,4.0,1.0,2.0,3.0
249,3.0,2.0,4.0,1.0,2.0,3.0
250,3.0,2.0,4.0,1.0,2.0,3.0
251,3.0,2.0,4.0,1.0,2.0,3.0
252,3.0,2.0,4.0,1.0,2.0,3.0
253,3.0,2.0,4.0,1.0,2.0,3.0
254,3.0,2.0,4.0,1.0,2.0,3.0
255,3.0,2.0,4.0,1.0,2.0,3.0
256,3.0,2.0,4.0,1.0,2.0,3.0
257,3.0,2.0,4.0,1.0,2.0,3.0
258,3.0,2.0,4.0,1.0,2.0,3.0
259,3.0,2.0,4.0,1.0,2.0,3.0
260,3.0,2.0,4.0,1.0,2.0,3.0
261,3.0,2.0,4.0,1.0,2.0,3.0
262,3.0,2.0,4.0,1.0,2.0,3.0
263,3.0,2.0,4.0,1.0,2.0,3.0
264,3.0,2.0,4.0,1.0,2.0,3.0
265,3.0,2.0,4.0,1.0,2.0,3.0
266,3.0,2.0,4.0,1.0,2.0,3.0
267,3.0,2.0,4.0,1.0,2.0,3.0
268,3.0,2.0,4.0,1.0,2.0,3.0
269,3.0,2.0,4.0,1.0,2.0,3.0
270,3.0,2.0,4.0,1.0,2.0,3.0
271,3.0,2.0,4.0,1.0,2.0,3.0
272,3.0,2.0,4.0,1.0,2.0,3.0
273,3.0,2.0,4.0,1.0,2.0,3.0
274,3.0,2.0,4.0,1.0,2.0,3.0
275,3.0,2.0,4.0,1.0,2.0,3.0
276,3.0,2.0,4.0,1.0,2.0,3.0
277,3.0,2.0,4.0,1.0,2.0,3.0
278,3.0,2.0,4.0,1.0,2.0,3.0
279,3.0,2.0,4.0,1.0,2.0,3.0
280,3.0,2.0,4.0,1.0,2.0,3.0
281,3.0,2.0,4.0,1.0,2.0,3.0
282,3.0,2.0,4.0,1.0,2.0,3.0
283,3.0,2.0,4.0,1.0,2.0,3.0
284,3.0,2.0,4.0,1.0,2.0,3.0
285,3.0,2.0,4.0,1.0,2.0,3.0
286,3.0,2.0,4.0,1.0,2.0,3.0
287,3.0,2.0,4.0,1.0,2.0,3.0
288,3.0,2.0,4.0,1.0,2.0,3.0
289,3.0,2.0,4.0,1.0,2.0,3.0
290,3.0,2.0,4.0,1.0,2.0,3.0
291,3.0,2.0,4.0,1.0,2.0,3.0
292,3.0,2.0,4.0,1.0,2.0,3.0
293,2.0,2.0,4.0,1.0,3.0,3.0
294,2.0,2.0,4.0,1.0,3.0,3.0
295,2.0,2.0,4.0,1.0,3.0,3.0
296,1.0,2.0,4.0,1.0,4.0,3.0
297,1.0,2.0,4.0,1.0,4.0,3.0
298,1.0,2.0,4.0,1.0,4.0,3.0
299,1.0,2.0,4.0,1.0,4.0,3.0
300,1.0,2.0,4.0,1.0,4.0,3.0
301,1.0,2.0,4.0,1.0,4.0,3.0
302,2.0,2.0,4.0,1.0,4.0,2.0
303,2.0,2.0,4.0,1.0,4.0,2.0
304,2.0,2.0,4.0,1.0,4.0,2.0
305,2.0,2.0,4.0,1.0,4.0,2.0
306,2.0,2.0,4.0,1.0,4.0,2.0
307,2.0,2.0,4.0,1.0,4.0,2.0
308,2.0,2.0,4.0,1.0,4.0,2.0
309,2.0,2.0,4.0,1.0,4.0,2.0
310,2.0,2.0,4.0,1.0,4.0,2.0
311,2.0,2.0,4.0,1.0,4.0,2.0
312,2.0,2.0,4.0,1.0,4.0,2.0
313,2.0,2.0,4.0,1.0,4.0,2.0
314,2.0,2.0,4.0,1.0,4.0,2.0
315,2.0,2.0,4.0,1.0,4.0,2.0
316,2.0,2.0,4.0,1.0,4.0,2.0
317,2.0,2.0,4.0,1.0,4.0,2.0
318,2.0,1.0,5.0,1.0,4.0,2.0
319,2.0,1.0,5.0,1.0,4.0,2.0
320,2.0,1.0,5.0,1.0,4.0,2.0
321,2.0,1.0,5.0,1.0,4.0,2.0
322,3.0,1.0,5.0,1.0,4.0,1.0
323,3.0,1.0,5.0,1.0,4.0,1.0
324,3.0,1.0,5.0,1.0,4.0,1.0
325,3.0,1.0,5.0,1.0,4.0,1.0
326,3.0,1.0,5.0,1.0,4.0,1.0
327,3.0,1.0,5.0,1.0,4.0,1.0
328,3.0,1.0,5.0,1.0,4.0,1.0
329,3.0,1.0,5.0,1.0,4.0,1.0
330,3.0,1.0,5.0,1.0,4.0,1.0
331,3.0,1.0,5.0,1.0,4.0,1.0
332,3.0,1.0,5.0,1.0,4.0,1.0
333,3.0,1.0,5.0,1.0,4.0,1.0
334,3.0,1.0,5.0,1.0,4.0,1.0
335,3.0,1.0,5.0,1.0,4.0,1.0
336,3.0,1.0,5.0,1.0,4.0,1.0
337,3.0,1.0,5.0,1.0,4.0,1.0
338,3.0,1.0,5.0,1.0,4.0,1.0
339,3.0,1.0,5.0,1.0,4.0,1.0
340,3.0,1.0,5.0,1.0,4.0,1.0
341,3.0,1.0,5.0,1.0,4.0,1.0
342,3.0,1.0,5.0,1.0,4.0,1.0
343,3.0,1.0,5.0,1.0,4.0,1.0
344,3.0,1.0,5.0,1.0,4.0,1.0
345,3.0,1.0,5.0,1.0,4.0,1.0
346,3.0,1.0,5.0,1.0,4.0,1.0
347,3.0,1.0,5.0,1.0,4.0,1.0
348,3.0,1.0,5.0,1.0,4.0,1.0
349,3.0,1.0,5.0,1.0,4.0,1.0
350,3.0,1.0,5.0,1.0,4.0,1.0
351,3.0,1.0,5.0,1.0,4.0,1.0
352,3.0,1.0,5.0,1.0,4.0,1.0
353,3.0,1.0,5.0,1.0,4.0,1.0
354,3.0,1.0,5.0,1.0,4.0,1.0
355,3.0,1.0,5.0,1.0,4.0,1.0
356,3.0,1.0,5.0,1.0,4.0,1.0
357,3.0,1.0,5.0,1.0,4.0,1.0
358,3.0,1.0,5.0,1.0,4.0,1.0
359,3.0,1.0,5.0,1.0,4.0,1.0
360,3.0,1.0,5.0,1.0,4.0,1.0
361,3.0,1.0,5.0,1.0,4.0,1.0
362,3.0,1.0,6.0,1.0,3.0,1.0
363,3.0,1.0,6.0,1.0,3.0,1.0
364,3.0,1.0,6.0,1.0,3.0,1.0
365,3.0,1.0,6.0,1.0,3.0,1.0
366,3.0,1.0,6.0,1.0,3.0,1.0
367,3.0,1.0,6.0,1.0,3.0,1.0
368,3.0,1.0,6.0,1.0,3.0,1.0
369,3.0,1.0,6.0,1.0,3.0,1.0
370,3.0,1.0,6.0,1.0,3.0,1.0
371,3.0,1.0,6.0,1.0,3.0,1.0
372,3.0,1.0,6.0,1.0,3.0,1.0
373,3.0,1.0,6.0,1.0,3.0,1.0
374,3.0,1.0,6.0,1.0,3.0,1.0
375,3.0,1.0,6.0,1.0,3.0,1.0
376,3.0,1.0,6.0,1.0,3.0,1.0
377,3.0,1.0,6.0,1.0,3.0,1.0
378,3.0,1.0,6.0,1.0,3.0,1.0
379,3.0,1.0,6.0,1.0,3.0,1.0
380,3.0,1.0,6.0,1.0,3.0,1.0
381,3.0,1.0,6.0,1.0,3.0,1.0
382,3.0,1.0,6.0,1.0,3.0,1.0
383,3.0,1.0,6.0,1.0,3.0,1.0
384,3.0,1.0,6.0,1.0,3.0,1.0
385,3.0,1.0,6.0,1.0,3.0,1.0
386,3.0,1.0,6.0,1.0,3.0,1.0
387,3.0,1.0,6.0,1.0,3.0,1.0
388,3.0,1.0,6.0,1.0,3.0,1.0
389,3.0,1.0,6.0,1.0,3.0,1.0
390,3.0,1.0,6.0,1.0,3.0,1.0
391,3.0,1.0,6.0,1.0,3.0,1.0
392,3.0,1.0,6.0,1.0,3.0,1.0
393,3.0,1.0,6.0,1.0,3.0,1.0
394,3.0,1.0,6.0,1.0,3.0,1.0
395,3.0,1.0,6.0,1.0,3.0,1.0
396,3.0,1.0,6.0,1.0,3.0,1.0
397,3.0,1.0,6.0,1.0,3.0,1.0
398,3.0,1.0,6.0,1.0,3.0,1.0
399,3.0,1.0,6.0,1.0,3.0,1.0
400,3.0,1.0,6.0,1.0,3.0,1.0
401,3.0,1.0,6.0,1.0,3.0,1.0
402,3.0,1.0,6.0,1.0,3.0,1.0
403,3.0,1.0,6.0,1.0,3.0,1.0
404,3.0,1.0,6.0,1.0,3.0,1.0
405,3.0,1.0,6.0,1.0,3.0,1.0
406,3.0,1.0,6.0,1.0,3.0,1.0
407,3.0,1.0,6.0,1.0,3.0,1.0
408,3.0,1.0,6.0,1.0,3.0,1.0
409,3.0,1.0,6.0,1.0,3.0,1.0
410,3.0,1.0,6.0,1.0,3.0,1.0
411,3.0,1.0,6.0,1.0,3.0,1.0
412,3.0,1.0,6.0,1.0,3.0,1.0
413,3.0,1.0,6.0,1.0,3.0,1.0
414,3.0,1.0,6.0,1.0,3.0,1.0
415,3.0,1.0,6.0,1.0,3.0,1.0
416,3.0,1.0,6.0,1.0,3.0,1.0
417,3.0,1.0,6.0,1.0,3.0,1.0
418,3.0,1.0,6.0,1.0,3.0,1.0
419,3.0,1.0,6.0,1.0,3.0,1.0
420,3.0,1.0,6.0,1.0,3.0,1.0
421,3.0,1.0,6.0,1.0,3.0,1.0
422,3.0,1.0,6.0,1.0,3.0,1.0
423,3.0,1.0,6.0,1.0,3.0,1.0
424,3.0,1.0,6.0,1.0,3.0,1.0
425,3.0,1.0,6.0,1.0,3.0,1.0
426,3.0,1.0,6.0,1.0,3.0,1.0
427,3.0,1.0,6.0,1.0,3.0,1.0
428,3.0,1.0,6.0,1.0,3.0,1.0
429,3.0,1.0,6.0,1.0,3.0,1.0
430,3.0,1.0,6.0,1.0,3.0,1.0
431,3.0,1.0,6.0,1.0,3.0,1.0
432,3.0,1.0,6.0,1.0,3.0,1.0
433,3.0,1.0,6.0,1.0,3.0,1.0
434,3.0,1.0,6.0,1.0,3.0,1.0
435,3.0,1.0,6.0,1.0,3.0,1.0
436,3.0,1.0,6.0,1.0,3.0,1.0
437,3.0,1.0,6.0,1.0,3.0,1.0
438,3.0,1.0,6.0,1.0,3.0,1.0
439,3.0,1.0,6.0,1.0,3.0,1.0
440,3.0,1.0,6.0,1.0,3.0,1.0
441,3.0,1.0,6.0,1.0,3.0,1.0
442,3.0,1.0,6.0,1.0,3.0,1.0
443,3.0,1.0,6.0,1.0,3.0,1.0
444,3.0,1.0,6.0,1.0,3.0,1.0
445,3.0,1.0,6.0,1.0,3.0,1.0
446,3.0,1.0,6.0,1.0,3.0,1.0
447,3.0,1.0,6.0,1.0,3.0,1.0
448,3.0,1.0,6.0,1.0,3.0,1.0
449,3.0,1.0,6.0,1.0,3.0,1.0
450,3.0,1.0,6.0,1.0,3.0,1.0
451,3.0,1.0,6.0,1.0,3.0,1.0
452,3.0,1.0,6.0,1.0,3.0,1.0
453,3.0,1.0,6.0,1.0,3.0,1.0
454,3.0,1.0,6.0,1.0,3.0,1.0
455,3.0,1.0,6.0,1.0,3.0,1.0
456,3.0,1.0,6.0,1.0,3.0,1.0
457,3.0,1.0,6.0,1.0,3.0,1.0
458,3.0,1.0,6.0,1.0,3.0,1.0
459,3.0,1.0,6.0,1.0,3.0,1.0
460,3.0,1.0,6.0,1.0,3.0,1.0
461,3.0,1.0,6.0,1.0,3.0,1.0
462,3.0,1.0,6.0,1.0,3.0,1.0
463,3.0,1.0,6.0,1.0,3.0,1.0
464,3.0,1.0,6.0,1.0,3.0,1.0
465,3.0,1.0,6.0,1.0,3.0,1.0
466,3.0,1.0,6.0,1.0,3.0,1.0
467,3.0,1.0,6.0,1.0,3.0,1.0
468,3.0,1.0,6.0,1.0,3.0,1.0
469,3.0,1.0,6.0,1.0,3.0,1.0
470,3.0,1.0,6.0,1.0,3.0,1.0
471,3.0,1.0,6.0,1.0,3.0,1.0
472,3.0,1.0,6.0,1.0,3.0,1.0
473,3.0,1.0,6.0,1.0,3.0,1.0
474,3.0,1.0,6.0,1.0,3.0,1.0
475,3.0,1.0,6.0,1.0,3.0,1.0
476,3.0,1.0,6.0,1.0,3.0,1.0
477,3.0,1.0,6.0,1.0,3.0,1.0
478,3.0,1.0,6.0,1.0,3.0,1.0
479,3.0,1.0,6.0,1.0,3.0,1.0
480,3.0,1.0,6.0,1.0,3.0,1.0
481,3.0,1.0,6.0,1.0,3.0,1.0
482,3.0,1.0,6.0,1.0,3.0,1.0
483,3.0,1.0,6.0,1.0,3.0,1.0
484,3.0,1.0,6.0,1.0,3.0,1.0
485,3.0,1.0,6.0,1.0,3.0,1.0
486,3.0,1.0,6.0,1.0,3.0,1.0
487,3.0,1.0,6.0,1.0,3.0,1.0
488,3.0,1.0,6.0,1.0,3.0,1.0
489,3.0,1.0,6.0,1.0,3.0,1.0
490,3.0,1.0,6.0,1.0,3.0,1.0
491,3.0,1.0,6.0,1.0,3.0,1.0
492,3.0,1.0,6.0,1.0,3.0,1.0
493,3.0,1.0,6.0,1.0,3.0,1.0
494,3.0,1.0,6.0,1.0,3.0,1.0
495,3.0,1.0,6.0,1.0,3.0,1.0
496,3.0,1.0,6.0,1.0,3.0,1.0
497,3.0,1.0,6.0,1.0,3.0,1.0
498,3.0,1.0,6.0,1.0,3.0,1.0
499,3.0,1.0,6.0,1.0,3.0,1.0
